item_name,path,request_time,status,employee_id
Monitor,PATH3,2024-10-26 23:39:32,FULFILLED,1
Laptop,PATH1,2024-10-28 13:40:05,FULFILLED,1
Monitor,PATH3,2024-10-23 17:40:01,FULFILLED,1
Monitor,PATH1,2024-11-16 12:05:33,FULFILLED,1
Speaker,PATH3,2024-10-13 15:04:41,FULFILLED,1
Speaker,PATH1,2024-10-18 03:41:55,FULFILLED,1
Headphone,PATH1,2024-11-23 00:28:26,FULFILLED,1
Printer,PATH1,2024-10-26 19:03:03,FULFILLED,1
Monitor,PATH3,2024-11-18 11:14:47,FULFILLED,1
Monitor,PATH3,2024-11-01 14:44:35,FULFILLED,1
Printer,PATH1,2024-09-06 06:01:21,FULFILLED,1
Speaker,PATH3,2024-11-09 14:29:35,FULFILLED,1
Speaker,PATH1,2024-09-15 19:21:48,FULFILLED,1
Headphone,PATH2,2024-10-31 16:10:04,FULFILLED,1
Speaker,PATH1,2024-11-05 08:12:39,FULFILLED,1
Tablet,PATH2,2024-09-30 22:07:52,FULFILLED,1
Monitor,PATH2,2024-11-27 22:24:04,FULFILLED,1
Monitor,PATH1,2024-09-12 20:17:14,FULFILLED,1
Laptop,PATH2,2024-11-18 17:44:15,FULFILLED,1
Laptop,PATH1,2024-11-03 20:19:47,FULFILLED,1
Monitor,PATH1,2024-11-21 07:49:27,FULFILLED,1
Mouse,PATH3,2024-11-01 21:52:48,FULFILLED,1
Tablet,PATH1,2024-09-18 04:22:40,FULFILLED,1
Speaker,PATH3,2024-10-23 17:20:23,FULFILLED,1
Mouse,PATH3,2024-10-26 23:25:16,FULFILLED,1
Laptop,PATH1,2024-10-29 01:22:54,FULFILLED,1
Speaker,PATH1,2024-11-06 07:30:39,FULFILLED,1
Headphone,PATH1,2024-09-10 10:12:05,FULFILLED,1
Speaker,PATH2,2024-11-14 00:01:17,FULFILLED,1
Monitor,PATH3,2024-11-28 20:47:43,FULFILLED,1
Printer,PATH2,2024-10-09 06:37:57,FULFILLED,1
Printer,PATH3,2024-11-05 19:30:14,FULFILLED,1
Speaker,PATH3,2024-09-19 15:12:02,FULFILLED,1
Speaker,PATH1,2024-10-06 23:51:33,FULFILLED,1
Headphone,PATH2,2024-11-10 05:47:16,FULFILLED,1
Laptop,PATH3,2024-10-03 18:31:02,FULFILLED,1
Speaker,PATH2,2024-09-24 23:34:12,FULFILLED,1
Mouse,PATH1,2024-09-16 02:49:08,FULFILLED,1
Headphone,PATH1,2024-11-16 05:21:05,FULFILLED,1
Headphone,PATH2,2024-11-30 13:20:26,FULFILLED,1
Mouse,PATH1,2024-09-27 02:04:37,FULFILLED,1
Speaker,PATH3,2024-09-04 06:15:17,FULFILLED,1
Printer,PATH1,2024-10-04 13:13:36,FULFILLED,1
Monitor,PATH3,2024-10-05 08:48:32,FULFILLED,1
Laptop,PATH2,2024-11-20 08:27:40,FULFILLED,1
Monitor,PATH3,2024-11-11 03:05:38,FULFILLED,1
Speaker,PATH2,2024-09-09 00:12:07,FULFILLED,1
Speaker,PATH3,2024-11-03 07:32:20,FULFILLED,1
Monitor,PATH2,2024-11-21 12:10:35,FULFILLED,1
Printer,PATH1,2024-09-23 19:53:34,FULFILLED,1
Monitor,PATH1,2024-10-12 12:05:39,FULFILLED,1
Monitor,PATH1,2024-10-01 06:42:12,FULFILLED,1
Tablet,PATH3,2024-09-15 03:42:06,FULFILLED,1
Printer,PATH2,2024-11-21 04:52:16,FULFILLED,1
Laptop,PATH1,2024-10-03 18:17:46,FULFILLED,1
Mouse,PATH1,2024-10-30 16:38:15,FULFILLED,1
Headphone,PATH2,2024-09-15 15:04:31,FULFILLED,1
Speaker,PATH2,2024-10-19 09:08:15,FULFILLED,1
Printer,PATH1,2024-10-12 00:11:04,FULFILLED,1
Mouse,PATH1,2024-10-13 03:47:52,FULFILLED,1
Headphone,PATH2,2024-09-10 06:02:56,FULFILLED,1
Printer,PATH1,2024-11-05 21:48:58,FULFILLED,1
Monitor,PATH1,2024-11-01 10:06:23,FULFILLED,1
Printer,PATH2,2024-09-24 11:51:03,FULFILLED,1
Tablet,PATH2,2024-10-16 08:07:30,FULFILLED,1
Monitor,PATH3,2024-10-16 00:03:10,FULFILLED,1
Printer,PATH3,2024-09-29 22:42:54,FULFILLED,1
Laptop,PATH3,2024-10-21 05:59:38,FULFILLED,1
Laptop,PATH3,2024-11-22 04:46:27,FULFILLED,1
Printer,PATH3,2024-09-14 05:58:31,FULFILLED,1
Speaker,PATH3,2024-10-09 00:55:21,FULFILLED,1
Laptop,PATH3,2024-11-14 09:55:35,FULFILLED,1
Headphone,PATH3,2024-09-23 14:21:02,FULFILLED,1
Tablet,PATH2,2024-11-21 06:30:10,FULFILLED,1
Printer,PATH1,2024-11-16 17:23:50,FULFILLED,1
Tablet,PATH3,2024-09-30 16:25:56,FULFILLED,1
Speaker,PATH1,2024-09-20 16:16:27,FULFILLED,1
Laptop,PATH3,2024-11-22 10:51:23,FULFILLED,1
Printer,PATH3,2024-12-01 15:10:59,FULFILLED,1
Printer,PATH3,2024-11-15 04:05:20,FULFILLED,1
Monitor,PATH3,2024-10-25 21:34:43,FULFILLED,1
Printer,PATH2,2024-10-28 22:38:06,FULFILLED,1
Printer,PATH2,2024-11-15 15:34:34,FULFILLED,1
Mouse,PATH2,2024-11-11 16:23:00,FULFILLED,1
Monitor,PATH2,2024-09-17 09:52:50,FULFILLED,1
Headphone,PATH2,2024-10-04 02:41:47,FULFILLED,1
Printer,PATH2,2024-10-07 22:20:30,FULFILLED,1
Tablet,PATH1,2024-09-07 20:09:18,FULFILLED,1
Headphone,PATH2,2024-11-24 17:45:59,FULFILLED,1
Printer,PATH1,2024-11-17 20:15:22,FULFILLED,1
Monitor,PATH2,2024-10-27 02:54:01,FULFILLED,1
Tablet,PATH1,2024-09-01 06:59:38,FULFILLED,1
Headphone,PATH2,2024-10-21 08:30:26,FULFILLED,1
Mouse,PATH1,2024-11-11 05:46:49,FULFILLED,1
Tablet,PATH2,2024-10-05 22:34:13,FULFILLED,1
Printer,PATH2,2024-10-18 15:56:34,FULFILLED,1
Tablet,PATH3,2024-09-08 10:20:33,FULFILLED,1
Laptop,PATH1,2024-09-30 23:55:30,FULFILLED,1
Laptop,PATH3,2024-11-27 02:44:46,FULFILLED,1
Tablet,PATH3,2024-12-02 00:07:14,FULFILLED,1
Monitor,PATH1,2024-10-04 22:27:14,FULFILLED,1
Speaker,PATH3,2024-09-28 10:22:28,FULFILLED,1
Monitor,PATH3,2024-09-20 14:58:02,FULFILLED,1
Headphone,PATH1,2024-10-06 12:55:49,FULFILLED,1
Printer,PATH3,2024-09-07 03:19:12,FULFILLED,1
Speaker,PATH3,2024-11-26 22:21:21,FULFILLED,1
Mouse,PATH2,2024-10-19 06:20:31,FULFILLED,1
Printer,PATH1,2024-09-03 09:55:05,FULFILLED,1
Monitor,PATH3,2024-11-14 07:37:12,FULFILLED,1
Monitor,PATH1,2024-11-14 06:01:28,FULFILLED,1
Mouse,PATH2,2024-09-12 07:55:15,FULFILLED,1
Tablet,PATH3,2024-11-12 14:28:52,FULFILLED,1
Laptop,PATH2,2024-10-29 19:27:06,FULFILLED,1
Tablet,PATH3,2024-10-29 06:14:03,FULFILLED,1
Speaker,PATH2,2024-10-25 08:21:25,FULFILLED,1
Headphone,PATH1,2024-09-08 03:12:17,FULFILLED,1
Speaker,PATH3,2024-10-28 22:16:53,FULFILLED,1
Printer,PATH1,2024-10-30 17:49:14,FULFILLED,1
Speaker,PATH2,2024-11-06 14:08:54,FULFILLED,1
Speaker,PATH1,2024-09-05 03:28:06,FULFILLED,1
Monitor,PATH1,2024-09-21 13:14:33,FULFILLED,1
Printer,PATH2,2024-11-02 16:07:20,FULFILLED,1
Speaker,PATH2,2024-10-14 09:22:03,FULFILLED,1
Tablet,PATH2,2024-10-31 18:15:12,FULFILLED,1
Headphone,PATH2,2024-10-11 00:34:38,FULFILLED,1
Monitor,PATH3,2024-10-30 12:33:25,FULFILLED,1
Tablet,PATH3,2024-11-04 02:15:51,FULFILLED,1
Mouse,PATH2,2024-12-01 14:41:51,FULFILLED,1
Laptop,PATH2,2024-11-21 19:14:13,FULFILLED,1
Tablet,PATH1,2024-11-21 08:18:18,FULFILLED,1
Printer,PATH3,2024-11-21 18:03:35,FULFILLED,1
Laptop,PATH2,2024-10-25 03:35:05,FULFILLED,1
Printer,PATH2,2024-09-10 15:55:05,FULFILLED,1
Monitor,PATH3,2024-10-22 14:48:54,FULFILLED,1
Mouse,PATH1,2024-11-16 12:05:42,FULFILLED,1
Printer,PATH1,2024-11-29 07:20:16,FULFILLED,1
Laptop,PATH1,2024-10-05 01:05:02,FULFILLED,1
Printer,PATH3,2024-10-28 05:34:55,FULFILLED,1
Printer,PATH2,2024-11-11 10:26:18,FULFILLED,1
Mouse,PATH3,2024-11-12 09:31:18,FULFILLED,1
Mouse,PATH1,2024-11-08 08:28:41,FULFILLED,1
Tablet,PATH3,2024-11-13 15:29:09,FULFILLED,1
Tablet,PATH3,2024-11-20 02:11:39,FULFILLED,1
Mouse,PATH3,2024-09-27 19:29:13,FULFILLED,1
Mouse,PATH1,2024-09-08 16:43:07,FULFILLED,1
Headphone,PATH1,2024-10-21 13:24:09,FULFILLED,1
Speaker,PATH3,2024-11-08 14:36:24,FULFILLED,1
Laptop,PATH2,2024-09-30 14:55:03,FULFILLED,1
Mouse,PATH3,2024-11-23 16:03:41,FULFILLED,1
Printer,PATH2,2024-10-08 21:38:30,FULFILLED,1
Tablet,PATH2,2024-10-05 21:38:21,FULFILLED,1
Mouse,PATH3,2024-09-03 06:01:15,FULFILLED,1
Printer,PATH2,2024-10-02 14:48:20,FULFILLED,1
Laptop,PATH2,2024-10-02 10:43:40,FULFILLED,1
Printer,PATH2,2024-10-12 16:06:20,FULFILLED,1
Headphone,PATH3,2024-11-26 17:54:10,FULFILLED,1
Printer,PATH2,2024-10-14 08:26:46,FULFILLED,1
Laptop,PATH2,2024-10-29 11:19:56,FULFILLED,1
Speaker,PATH2,2024-10-30 05:58:31,FULFILLED,1
Headphone,PATH3,2024-11-05 01:21:25,FULFILLED,1
Headphone,PATH1,2024-11-19 14:40:45,FULFILLED,1
Headphone,PATH1,2024-10-12 12:56:25,FULFILLED,1
Laptop,PATH3,2024-09-08 15:00:32,FULFILLED,1
Mouse,PATH1,2024-09-27 18:14:28,FULFILLED,1
Headphone,PATH2,2024-09-20 18:38:36,FULFILLED,1
Headphone,PATH3,2024-10-22 13:53:10,FULFILLED,1
Speaker,PATH2,2024-10-29 17:43:45,FULFILLED,1
Laptop,PATH1,2024-11-30 21:29:06,FULFILLED,1
Printer,PATH3,2024-10-21 22:53:42,FULFILLED,1
Monitor,PATH2,2024-10-07 10:29:20,FULFILLED,1
Monitor,PATH2,2024-09-09 07:50:46,FULFILLED,1
Laptop,PATH3,2024-09-21 04:26:55,FULFILLED,1
Tablet,PATH1,2024-11-04 09:27:32,FULFILLED,1
Printer,PATH1,2024-11-08 17:57:55,FULFILLED,1
Printer,PATH3,2024-11-05 02:03:08,FULFILLED,1
Mouse,PATH2,2024-09-23 13:24:36,FULFILLED,1
Headphone,PATH1,2024-11-03 20:40:20,FULFILLED,1
Printer,PATH2,2024-09-23 04:13:58,FULFILLED,1
Mouse,PATH2,2024-12-01 02:47:05,FULFILLED,1
Headphone,PATH1,2024-09-05 16:05:39,FULFILLED,1
Printer,PATH3,2024-11-04 06:03:52,FULFILLED,1
Tablet,PATH1,2024-11-19 09:33:28,FULFILLED,1
Tablet,PATH2,2024-10-28 09:44:20,FULFILLED,1
Laptop,PATH3,2024-09-25 17:36:35,FULFILLED,1
Printer,PATH1,2024-10-19 19:03:00,FULFILLED,1
Tablet,PATH1,2024-09-21 23:29:20,FULFILLED,1
Headphone,PATH3,2024-11-16 10:22:01,FULFILLED,1
Tablet,PATH3,2024-11-29 03:14:16,FULFILLED,1
Printer,PATH1,2024-12-01 05:34:08,FULFILLED,1
Speaker,PATH1,2024-09-29 17:34:07,FULFILLED,1
Speaker,PATH3,2024-11-21 10:30:12,FULFILLED,1
Headphone,PATH1,2024-09-19 19:07:33,FULFILLED,1
Monitor,PATH3,2024-10-19 17:12:39,FULFILLED,1
Printer,PATH1,2024-10-05 21:44:05,FULFILLED,1
Tablet,PATH1,2024-11-08 23:43:00,FULFILLED,1
Printer,PATH2,2024-09-14 04:02:47,FULFILLED,1
Headphone,PATH2,2024-09-15 10:36:43,FULFILLED,1
Monitor,PATH3,2024-09-26 20:08:04,FULFILLED,1
Headphone,PATH1,2024-11-06 05:00:52,FULFILLED,1
Laptop,PATH2,2024-09-29 23:01:36,FULFILLED,1
Speaker,PATH3,2024-10-13 17:02:58,FULFILLED,1
Headphone,PATH2,2024-11-19 02:19:08,FULFILLED,1
Mouse,PATH3,2024-09-24 19:54:27,FULFILLED,1
Mouse,PATH2,2024-11-19 20:17:05,FULFILLED,1
Monitor,PATH1,2024-10-02 16:15:55,FULFILLED,1
Speaker,PATH3,2024-09-24 07:58:22,FULFILLED,1
Laptop,PATH2,2024-10-14 20:46:59,FULFILLED,1
Printer,PATH2,2024-10-27 19:18:19,FULFILLED,1
Monitor,PATH3,2024-09-29 07:56:12,FULFILLED,1
Mouse,PATH2,2024-09-18 02:55:37,FULFILLED,1
Headphone,PATH3,2024-09-26 08:26:55,FULFILLED,1
Mouse,PATH1,2024-10-10 23:44:08,FULFILLED,1
Headphone,PATH3,2024-10-18 18:24:51,FULFILLED,1
Tablet,PATH2,2024-10-23 18:06:47,FULFILLED,1
Printer,PATH2,2024-11-23 16:22:38,FULFILLED,1
Headphone,PATH1,2024-09-11 09:26:51,FULFILLED,1
Monitor,PATH1,2024-09-27 08:18:53,FULFILLED,1
Headphone,PATH2,2024-11-06 06:09:23,FULFILLED,1
Headphone,PATH3,2024-09-02 18:59:03,FULFILLED,1
Laptop,PATH2,2024-09-22 15:44:27,FULFILLED,1
Printer,PATH2,2024-11-24 23:00:36,FULFILLED,1
Printer,PATH1,2024-09-19 12:37:38,FULFILLED,1
Speaker,PATH3,2024-10-08 05:07:44,FULFILLED,1
Headphone,PATH3,2024-10-23 03:48:55,FULFILLED,1
Laptop,PATH2,2024-11-29 00:36:13,FULFILLED,1
Laptop,PATH2,2024-10-23 11:49:39,FULFILLED,1
Laptop,PATH3,2024-10-05 12:57:59,FULFILLED,1
Speaker,PATH3,2024-10-23 09:05:11,FULFILLED,1
Tablet,PATH2,2024-11-15 06:04:49,FULFILLED,1
Laptop,PATH2,2024-09-11 23:53:31,FULFILLED,1
Mouse,PATH3,2024-10-01 11:45:10,FULFILLED,1
Monitor,PATH2,2024-09-17 16:18:54,FULFILLED,1
Speaker,PATH2,2024-10-17 17:32:49,FULFILLED,1
Tablet,PATH2,2024-11-05 08:40:58,FULFILLED,1
Mouse,PATH1,2024-11-22 20:38:18,FULFILLED,1
Headphone,PATH1,2024-10-29 06:54:31,FULFILLED,1
Printer,PATH2,2024-10-30 09:20:30,FULFILLED,1
Mouse,PATH1,2024-09-08 05:40:16,FULFILLED,1
Printer,PATH2,2024-09-27 00:00:32,FULFILLED,1
Monitor,PATH1,2024-10-17 15:44:31,FULFILLED,1
Monitor,PATH3,2024-11-17 05:35:04,FULFILLED,1
Printer,PATH3,2024-10-01 01:14:17,FULFILLED,1
Monitor,PATH1,2024-10-29 02:11:49,FULFILLED,1
Laptop,PATH2,2024-10-03 04:58:27,FULFILLED,1
Tablet,PATH2,2024-10-25 14:23:08,FULFILLED,1
Monitor,PATH1,2024-10-07 22:15:11,FULFILLED,1
Laptop,PATH2,2024-09-29 23:44:01,FULFILLED,1
Speaker,PATH3,2024-11-10 09:35:23,FULFILLED,1
Speaker,PATH1,2024-11-26 09:38:53,FULFILLED,1
Monitor,PATH3,2024-10-21 18:11:19,FULFILLED,1
Monitor,PATH1,2024-10-15 05:28:02,FULFILLED,1
Speaker,PATH1,2024-10-04 00:44:13,FULFILLED,1
Laptop,PATH2,2024-09-07 23:10:03,FULFILLED,1
Printer,PATH1,2024-11-04 22:14:55,FULFILLED,1
Speaker,PATH1,2024-09-17 08:18:04,FULFILLED,1
Speaker,PATH2,2024-10-30 04:32:02,FULFILLED,1
Tablet,PATH1,2024-10-26 12:50:14,FULFILLED,1
Headphone,PATH1,2024-10-30 01:59:36,FULFILLED,1
Monitor,PATH2,2024-09-17 02:26:15,FULFILLED,1
Speaker,PATH3,2024-11-16 22:18:00,FULFILLED,1
Laptop,PATH1,2024-10-05 01:56:05,FULFILLED,1
Headphone,PATH1,2024-12-02 08:57:07,FULFILLED,1
Mouse,PATH3,2024-09-07 16:04:34,FULFILLED,1
Laptop,PATH3,2024-09-15 12:47:33,FULFILLED,1
Headphone,PATH2,2024-10-03 17:35:44,FULFILLED,1
Tablet,PATH3,2024-10-25 12:29:33,FULFILLED,1
Printer,PATH2,2024-10-11 17:46:59,FULFILLED,1
Printer,PATH2,2024-11-03 09:25:45,FULFILLED,1
Speaker,PATH2,2024-11-20 00:48:11,FULFILLED,1
Tablet,PATH2,2024-10-14 22:47:29,FULFILLED,1
Monitor,PATH2,2024-09-07 02:41:22,FULFILLED,1
Laptop,PATH2,2024-09-22 03:09:47,FULFILLED,1
Headphone,PATH2,2024-10-09 05:06:21,FULFILLED,1
Laptop,PATH2,2024-11-14 09:46:45,FULFILLED,1
Speaker,PATH2,2024-09-08 11:09:07,FULFILLED,1
Tablet,PATH2,2024-11-27 07:12:47,FULFILLED,1
Printer,PATH2,2024-11-18 02:50:54,FULFILLED,1
Printer,PATH3,2024-10-31 21:05:33,FULFILLED,1
Laptop,PATH1,2024-11-28 00:10:14,FULFILLED,1
Monitor,PATH1,2024-12-01 03:59:27,FULFILLED,1
Headphone,PATH1,2024-09-19 08:18:52,FULFILLED,1
Printer,PATH3,2024-11-12 21:47:46,FULFILLED,1
Monitor,PATH1,2024-09-24 02:55:24,FULFILLED,1
Mouse,PATH2,2024-11-27 11:00:12,FULFILLED,1
Headphone,PATH1,2024-09-18 12:18:38,FULFILLED,1
Printer,PATH3,2024-11-14 10:25:50,FULFILLED,1
Speaker,PATH1,2024-11-01 17:44:23,FULFILLED,1
Speaker,PATH2,2024-10-04 17:25:28,FULFILLED,1
Tablet,PATH2,2024-09-30 18:03:23,FULFILLED,1
Headphone,PATH2,2024-10-25 19:55:38,FULFILLED,1
Headphone,PATH1,2024-09-09 06:53:23,FULFILLED,1
Monitor,PATH2,2024-10-15 04:26:55,FULFILLED,1
Laptop,PATH2,2024-12-01 17:26:37,FULFILLED,1
Tablet,PATH1,2024-11-28 03:00:16,FULFILLED,1
Headphone,PATH1,2024-11-08 05:12:27,FULFILLED,1
Headphone,PATH1,2024-11-05 00:26:04,FULFILLED,1
Laptop,PATH2,2024-10-16 06:48:45,FULFILLED,1
Mouse,PATH2,2024-10-12 04:07:34,FULFILLED,1
Tablet,PATH2,2024-09-25 02:50:53,FULFILLED,1
Tablet,PATH3,2024-11-07 05:07:52,FULFILLED,1
Speaker,PATH1,2024-11-14 09:54:39,FULFILLED,1
Tablet,PATH2,2024-09-02 06:10:02,FULFILLED,1
Tablet,PATH3,2024-09-27 10:13:23,FULFILLED,1
Speaker,PATH2,2024-10-10 22:41:05,FULFILLED,1
Headphone,PATH3,2024-11-17 21:05:07,FULFILLED,1
Speaker,PATH2,2024-11-26 13:14:42,FULFILLED,1
Mouse,PATH2,2024-10-17 23:17:37,FULFILLED,1
Mouse,PATH3,2024-10-08 13:20:02,FULFILLED,1
Tablet,PATH2,2024-11-15 02:13:31,FULFILLED,1
Laptop,PATH1,2024-10-06 23:00:26,FULFILLED,1
Laptop,PATH3,2024-09-19 11:07:34,FULFILLED,1
Laptop,PATH1,2024-09-13 16:49:59,FULFILLED,1
Printer,PATH1,2024-09-14 00:54:48,FULFILLED,1
Tablet,PATH1,2024-09-26 10:39:30,FULFILLED,1
Headphone,PATH2,2024-11-29 06:02:28,FULFILLED,1
Headphone,PATH3,2024-09-19 23:54:59,FULFILLED,1
Speaker,PATH1,2024-11-07 09:06:47,FULFILLED,1
Mouse,PATH3,2024-09-01 19:48:38,FULFILLED,1
Printer,PATH2,2024-10-15 08:13:45,FULFILLED,1
Tablet,PATH3,2024-10-04 04:12:02,FULFILLED,1
Speaker,PATH1,2024-12-01 17:24:06,FULFILLED,1
Laptop,PATH1,2024-11-21 17:18:23,FULFILLED,1
Printer,PATH3,2024-11-11 10:28:31,FULFILLED,1
Printer,PATH2,2024-11-16 16:44:38,FULFILLED,1
Speaker,PATH2,2024-10-18 16:38:45,FULFILLED,1
Monitor,PATH1,2024-10-27 11:42:53,FULFILLED,1
Tablet,PATH2,2024-10-25 21:19:31,FULFILLED,1
Printer,PATH2,2024-11-11 20:15:01,FULFILLED,1
Monitor,PATH3,2024-10-30 18:29:06,FULFILLED,1
Mouse,PATH3,2024-09-28 22:28:58,FULFILLED,1
Headphone,PATH1,2024-10-14 11:42:28,FULFILLED,1
Laptop,PATH3,2024-10-25 09:33:56,FULFILLED,1
Tablet,PATH2,2024-09-16 15:11:16,FULFILLED,1
Mouse,PATH3,2024-11-04 23:45:56,FULFILLED,1
Speaker,PATH2,2024-11-05 00:18:46,FULFILLED,1
Speaker,PATH2,2024-11-16 11:00:01,FULFILLED,1
Monitor,PATH3,2024-11-09 10:12:46,FULFILLED,1
Headphone,PATH2,2024-09-26 08:18:18,FULFILLED,1
Headphone,PATH3,2024-09-23 10:36:56,FULFILLED,1
Mouse,PATH2,2024-10-17 02:37:13,FULFILLED,1
Speaker,PATH2,2024-10-19 21:17:58,FULFILLED,1
Mouse,PATH1,2024-10-06 17:20:04,FULFILLED,1
Tablet,PATH2,2024-11-16 18:45:33,FULFILLED,1
Printer,PATH1,2024-11-11 14:26:06,FULFILLED,1
Tablet,PATH1,2024-10-23 21:49:24,FULFILLED,1
Speaker,PATH3,2024-11-01 20:07:09,FULFILLED,1
Printer,PATH3,2024-09-02 18:10:28,FULFILLED,1
